texture_stem,region_folder,stage,img_strcode
00005011.img,fr,r_sna01,005011
00005011.img,fr,r_sna02,005011
00005011.img,gr,r_sna01,005011
00005011.img,gr,r_sna02,005011
00005011.img,it,r_sna01,005011
00005011.img,it,r_sna02,005011
00005011.img,jp,r_sna01,005011
00005011.img,jp,r_sna02,005011
00005011.img,sp,r_sna01,005011
00005011.img,sp,r_sna02,005011
0003a157.img,fr,facepaint-brown,03a157
0003a157.img,gr,facepaint-brown,03a157
0003a157.img,it,facepaint-brown,03a157
0003a157.img,jp,facepaint-brown,03a157
0003a157.img,sp,facepaint-brown,03a157
0003a157.img_03f17ff9395846ea5bf936552c3b988a,fr,facepaint-national_sv_vr,03a157
0003a157.img_03f17ff9395846ea5bf936552c3b988a,gr,facepaint-national_sv_vr,03a157
0003a157.img_03f17ff9395846ea5bf936552c3b988a,it,facepaint-national_sv_vr,03a157
0003a157.img_03f17ff9395846ea5bf936552c3b988a,jp,facepaint-national_sv_vr,03a157
0003a157.img_03f17ff9395846ea5bf936552c3b988a,sp,facepaint-national_sv_vr,03a157
0003a157.img_072734442395aa77b4dc73a300e14635,fr,facepaint-wood,03a157
0003a157.img_072734442395aa77b4dc73a300e14635,gr,facepaint-wood,03a157
0003a157.img_072734442395aa77b4dc73a300e14635,it,facepaint-wood,03a157
0003a157.img_072734442395aa77b4dc73a300e14635,jp,facepaint-wood,03a157
0003a157.img_072734442395aa77b4dc73a300e14635,sp,facepaint-wood,03a157
0003a157.img_079c21f87c2396e85d5f7c82637e7352,fr,facepaint-zomb,03a157
0003a157.img_079c21f87c2396e85d5f7c82637e7352,gr,facepaint-zomb,03a157
0003a157.img_079c21f87c2396e85d5f7c82637e7352,it,facepaint-zomb,03a157
0003a157.img_079c21f87c2396e85d5f7c82637e7352,jp,facepaint-zomb,03a157
0003a157.img_079c21f87c2396e85d5f7c82637e7352,sp,facepaint-zomb,03a157
0003a157.img_185cf90c2eaa2eef3aeb870ec4834671,fr,facepaint-national_sv,03a157
0003a157.img_185cf90c2eaa2eef3aeb870ec4834671,gr,facepaint-national_sv,03a157
0003a157.img_185cf90c2eaa2eef3aeb870ec4834671,it,facepaint-national_sv,03a157
0003a157.img_185cf90c2eaa2eef3aeb870ec4834671,jp,facepaint-national_sv,03a157
0003a157.img_185cf90c2eaa2eef3aeb870ec4834671,sp,facepaint-national_sv,03a157
0003a157.img_1ba470027dacd7c10adf661610dc04e1,fr,facepaint-mount,03a157
0003a157.img_1ba470027dacd7c10adf661610dc04e1,gr,facepaint-mount,03a157
0003a157.img_1ba470027dacd7c10adf661610dc04e1,it,facepaint-mount,03a157
0003a157.img_1ba470027dacd7c10adf661610dc04e1,jp,facepaint-mount,03a157
0003a157.img_1ba470027dacd7c10adf661610dc04e1,sp,facepaint-mount,03a157
0003a157.img_1ece3f27cf607206241327a91b57c89d,fr,facepaint-national_fr,03a157
0003a157.img_1ece3f27cf607206241327a91b57c89d,gr,facepaint-national_fr,03a157
0003a157.img_1ece3f27cf607206241327a91b57c89d,it,facepaint-national_fr,03a157
0003a157.img_1ece3f27cf607206241327a91b57c89d,jp,facepaint-national_fr,03a157
0003a157.img_1ece3f27cf607206241327a91b57c89d,sp,facepaint-national_fr,03a157
0003a157.img_2be35633bee586cebc75a438f0e6e4e2,fr,facepaint-green,03a157
0003a157.img_2be35633bee586cebc75a438f0e6e4e2,gr,facepaint-green,03a157
0003a157.img_2be35633bee586cebc75a438f0e6e4e2,it,facepaint-green,03a157
0003a157.img_2be35633bee586cebc75a438f0e6e4e2,jp,facepaint-green,03a157
0003a157.img_2be35633bee586cebc75a438f0e6e4e2,sp,facepaint-green,03a157
0003a157.img_3175e6874d78a2e57eb432e68c004751,fr,facepaint-kabuki_vr,03a157
0003a157.img_3175e6874d78a2e57eb432e68c004751,gr,facepaint-kabuki_vr,03a157
0003a157.img_3175e6874d78a2e57eb432e68c004751,it,facepaint-kabuki_vr,03a157
0003a157.img_3175e6874d78a2e57eb432e68c004751,jp,facepaint-kabuki_vr,03a157
0003a157.img_3175e6874d78a2e57eb432e68c004751,sp,facepaint-kabuki_vr,03a157
0003a157.img_335003ac512d622e8ff81548074823df,fr,facepaint-split,03a157
0003a157.img_335003ac512d622e8ff81548074823df,gr,facepaint-split,03a157
0003a157.img_335003ac512d622e8ff81548074823df,it,facepaint-split,03a157
0003a157.img_335003ac512d622e8ff81548074823df,jp,facepaint-split,03a157
0003a157.img_335003ac512d622e8ff81548074823df,sp,facepaint-split,03a157
0003a157.img_40340683d6a287e2af39d3760e2162ee,fr,facepaint-national_us_vr,03a157
0003a157.img_40340683d6a287e2af39d3760e2162ee,gr,facepaint-national_us_vr,03a157
0003a157.img_40340683d6a287e2af39d3760e2162ee,it,facepaint-national_us_vr,03a157
0003a157.img_40340683d6a287e2af39d3760e2162ee,jp,facepaint-national_us_vr,03a157
0003a157.img_40340683d6a287e2af39d3760e2162ee,sp,facepaint-national_us_vr,03a157
0003a157.img_42c8b0bc2f3455093d90a25729ed91b4,fr,facepaint-national_it,03a157
0003a157.img_42c8b0bc2f3455093d90a25729ed91b4,gr,facepaint-national_it,03a157
0003a157.img_42c8b0bc2f3455093d90a25729ed91b4,it,facepaint-national_it,03a157
0003a157.img_42c8b0bc2f3455093d90a25729ed91b4,jp,facepaint-national_it,03a157
0003a157.img_42c8b0bc2f3455093d90a25729ed91b4,sp,facepaint-national_it,03a157
0003a157.img_4344dd0f107c82e1ab241f4f84165e45,fr,facepaint-green_vr,03a157
0003a157.img_4344dd0f107c82e1ab241f4f84165e45,gr,facepaint-green_vr,03a157
0003a157.img_4344dd0f107c82e1ab241f4f84165e45,it,facepaint-green_vr,03a157
0003a157.img_4344dd0f107c82e1ab241f4f84165e45,jp,facepaint-green_vr,03a157
0003a157.img_4344dd0f107c82e1ab241f4f84165e45,sp,facepaint-green_vr,03a157
0003a157.img_4b9c199f7524b4531a399cdcae08fec1,fr,facepaint-water,03a157
0003a157.img_4b9c199f7524b4531a399cdcae08fec1,gr,facepaint-water,03a157
0003a157.img_4b9c199f7524b4531a399cdcae08fec1,it,facepaint-water,03a157
0003a157.img_4b9c199f7524b4531a399cdcae08fec1,jp,facepaint-water,03a157
0003a157.img_4b9c199f7524b4531a399cdcae08fec1,sp,facepaint-water,03a157
0003a157.img_4ca343a31ddc4dfa5528cda5ec7f111b,fr,facepaint-kabuki,03a157
0003a157.img_4ca343a31ddc4dfa5528cda5ec7f111b,gr,facepaint-kabuki,03a157
0003a157.img_4ca343a31ddc4dfa5528cda5ec7f111b,it,facepaint-kabuki,03a157
0003a157.img_4ca343a31ddc4dfa5528cda5ec7f111b,jp,facepaint-kabuki,03a157
0003a157.img_4ca343a31ddc4dfa5528cda5ec7f111b,sp,facepaint-kabuki,03a157
0003a157.img_4f9b6c4f12bbb06f5abff743fcd1085c,fr,facepaint-snow,03a157
0003a157.img_4f9b6c4f12bbb06f5abff743fcd1085c,gr,facepaint-snow,03a157
0003a157.img_4f9b6c4f12bbb06f5abff743fcd1085c,it,facepaint-snow,03a157
0003a157.img_4f9b6c4f12bbb06f5abff743fcd1085c,jp,facepaint-snow,03a157
0003a157.img_4f9b6c4f12bbb06f5abff743fcd1085c,sp,facepaint-snow,03a157
0003a157.img_5667dcc8ac21297c981a8ec40fbe8c19,fr,facepaint-national_sw_vr,03a157
0003a157.img_5667dcc8ac21297c981a8ec40fbe8c19,gr,facepaint-national_sw_vr,03a157
0003a157.img_5667dcc8ac21297c981a8ec40fbe8c19,it,facepaint-national_sw_vr,03a157
0003a157.img_5667dcc8ac21297c981a8ec40fbe8c19,jp,facepaint-national_sw_vr,03a157
0003a157.img_5667dcc8ac21297c981a8ec40fbe8c19,sp,facepaint-national_sw_vr,03a157
0003a157.img_56df4e5f35dee2941e00cbdcacd04fd1,fr,facepaint-zomb_vr,03a157
0003a157.img_56df4e5f35dee2941e00cbdcacd04fd1,gr,facepaint-zomb_vr,03a157
0003a157.img_56df4e5f35dee2941e00cbdcacd04fd1,it,facepaint-zomb_vr,03a157
0003a157.img_56df4e5f35dee2941e00cbdcacd04fd1,jp,facepaint-zomb_vr,03a157
0003a157.img_56df4e5f35dee2941e00cbdcacd04fd1,sp,facepaint-zomb_vr,03a157
0003a157.img_5aab7ee976ca7144ad954ec48d7f93a4,fr,facepaint-water_vr,03a157
0003a157.img_5aab7ee976ca7144ad954ec48d7f93a4,gr,facepaint-water_vr,03a157
0003a157.img_5aab7ee976ca7144ad954ec48d7f93a4,it,facepaint-water_vr,03a157
0003a157.img_5aab7ee976ca7144ad954ec48d7f93a4,jp,facepaint-water_vr,03a157
0003a157.img_5aab7ee976ca7144ad954ec48d7f93a4,sp,facepaint-water_vr,03a157
0003a157.img_68d061fb998272c35600430d51659598,fr,facepaint-national_sp,03a157
0003a157.img_68d061fb998272c35600430d51659598,gr,facepaint-national_sp,03a157
0003a157.img_68d061fb998272c35600430d51659598,it,facepaint-national_sp,03a157
0003a157.img_68d061fb998272c35600430d51659598,jp,facepaint-national_sp,03a157
0003a157.img_68d061fb998272c35600430d51659598,sp,facepaint-national_sp,03a157
0003a157.img_70d31f246558c4f580b0374defb6bdb2,fr,facepaint-national_jp_vr,03a157
0003a157.img_70d31f246558c4f580b0374defb6bdb2,gr,facepaint-national_jp_vr,03a157
0003a157.img_70d31f246558c4f580b0374defb6bdb2,it,facepaint-national_jp_vr,03a157
0003a157.img_70d31f246558c4f580b0374defb6bdb2,jp,facepaint-national_jp_vr,03a157
0003a157.img_70d31f246558c4f580b0374defb6bdb2,sp,facepaint-national_jp_vr,03a157
0003a157.img_7f44ac4b5710b0a4e618d21d87b63de1,fr,facepaint-wood_vr,03a157
0003a157.img_7f44ac4b5710b0a4e618d21d87b63de1,gr,facepaint-wood_vr,03a157
0003a157.img_7f44ac4b5710b0a4e618d21d87b63de1,it,facepaint-wood_vr,03a157
0003a157.img_7f44ac4b5710b0a4e618d21d87b63de1,jp,facepaint-wood_vr,03a157
0003a157.img_7f44ac4b5710b0a4e618d21d87b63de1,sp,facepaint-wood_vr,03a157
0003a157.img_89fb46309dec3e73cf0af435d75612bc,fr,facepaint-mount_vr,03a157
0003a157.img_89fb46309dec3e73cf0af435d75612bc,gr,facepaint-mount_vr,03a157
0003a157.img_89fb46309dec3e73cf0af435d75612bc,it,facepaint-mount_vr,03a157
0003a157.img_89fb46309dec3e73cf0af435d75612bc,jp,facepaint-mount_vr,03a157
0003a157.img_89fb46309dec3e73cf0af435d75612bc,sp,facepaint-mount_vr,03a157
0003a157.img_8a1bf389847c5277575f65a87d707776,fr,facepaint-national_gr,03a157
0003a157.img_8a1bf389847c5277575f65a87d707776,gr,facepaint-national_gr,03a157
0003a157.img_8a1bf389847c5277575f65a87d707776,it,facepaint-national_gr,03a157
0003a157.img_8a1bf389847c5277575f65a87d707776,jp,facepaint-national_gr,03a157
0003a157.img_8a1bf389847c5277575f65a87d707776,sp,facepaint-national_gr,03a157
0003a157.img_8ce501972e9b7908be5585cdfc2be0a4,fr,facepaint-national_us,03a157
0003a157.img_8ce501972e9b7908be5585cdfc2be0a4,gr,facepaint-national_us,03a157
0003a157.img_8ce501972e9b7908be5585cdfc2be0a4,it,facepaint-national_us,03a157
0003a157.img_8ce501972e9b7908be5585cdfc2be0a4,jp,facepaint-national_us,03a157
0003a157.img_8ce501972e9b7908be5585cdfc2be0a4,sp,facepaint-national_us,03a157
0003a157.img_8e47400085fdb32a4b0d7074929174f7,fr,facepaint-national_it_vr,03a157
0003a157.img_8e47400085fdb32a4b0d7074929174f7,gr,facepaint-national_it_vr,03a157
0003a157.img_8e47400085fdb32a4b0d7074929174f7,it,facepaint-national_it_vr,03a157
0003a157.img_8e47400085fdb32a4b0d7074929174f7,jp,facepaint-national_it_vr,03a157
0003a157.img_8e47400085fdb32a4b0d7074929174f7,sp,facepaint-national_it_vr,03a157
0003a157.img_938598d4a616f43eebbcf7870bb3a641,fr,facepaint-blk,03a157
0003a157.img_938598d4a616f43eebbcf7870bb3a641,gr,facepaint-blk,03a157
0003a157.img_938598d4a616f43eebbcf7870bb3a641,it,facepaint-blk,03a157
0003a157.img_938598d4a616f43eebbcf7870bb3a641,jp,facepaint-blk,03a157
0003a157.img_938598d4a616f43eebbcf7870bb3a641,sp,facepaint-blk,03a157
0003a157.img_b5f0a7ccc931259672c395e02daf5c4a,fr,facepaint-national_sp_vr,03a157
0003a157.img_b5f0a7ccc931259672c395e02daf5c4a,gr,facepaint-national_sp_vr,03a157
0003a157.img_b5f0a7ccc931259672c395e02daf5c4a,it,facepaint-national_sp_vr,03a157
0003a157.img_b5f0a7ccc931259672c395e02daf5c4a,jp,facepaint-national_sp_vr,03a157
0003a157.img_b5f0a7ccc931259672c395e02daf5c4a,sp,facepaint-national_sp_vr,03a157
0003a157.img_b8e21cf55f0d808db1b31817da1b8d12,fr,facepaint-snow_vr,03a157
0003a157.img_b8e21cf55f0d808db1b31817da1b8d12,gr,facepaint-snow_vr,03a157
0003a157.img_b8e21cf55f0d808db1b31817da1b8d12,it,facepaint-snow_vr,03a157
0003a157.img_b8e21cf55f0d808db1b31817da1b8d12,jp,facepaint-snow_vr,03a157
0003a157.img_b8e21cf55f0d808db1b31817da1b8d12,sp,facepaint-snow_vr,03a157
0003a157.img_bcf56bfe3db15abfc750268e7f5174c7,fr,facepaint-oyama,03a157
0003a157.img_bcf56bfe3db15abfc750268e7f5174c7,gr,facepaint-oyama,03a157
0003a157.img_bcf56bfe3db15abfc750268e7f5174c7,it,facepaint-oyama,03a157
0003a157.img_bcf56bfe3db15abfc750268e7f5174c7,jp,facepaint-oyama,03a157
0003a157.img_bcf56bfe3db15abfc750268e7f5174c7,sp,facepaint-oyama,03a157
0003a157.img_c5891bd5da126da6f5e76224cbcd00b0,fr,facepaint-national_uk_vr,03a157
0003a157.img_c5891bd5da126da6f5e76224cbcd00b0,gr,facepaint-national_uk_vr,03a157
0003a157.img_c5891bd5da126da6f5e76224cbcd00b0,it,facepaint-national_uk_vr,03a157
0003a157.img_c5891bd5da126da6f5e76224cbcd00b0,jp,facepaint-national_uk_vr,03a157
0003a157.img_c5891bd5da126da6f5e76224cbcd00b0,sp,facepaint-national_uk_vr,03a157
0003a157.img_cb75a58f0c068f44d888ce45e65894af,fr,facepaint-national_sw,03a157
0003a157.img_cb75a58f0c068f44d888ce45e65894af,gr,facepaint-national_sw,03a157
0003a157.img_cb75a58f0c068f44d888ce45e65894af,it,facepaint-national_sw,03a157
0003a157.img_cb75a58f0c068f44d888ce45e65894af,jp,facepaint-national_sw,03a157
0003a157.img_cb75a58f0c068f44d888ce45e65894af,sp,facepaint-national_sw,03a157
0003a157.img_e24452b395efe665c10dd879c9efd649,fr,facepaint-infinity,03a157
0003a157.img_e24452b395efe665c10dd879c9efd649,gr,facepaint-infinity,03a157
0003a157.img_e24452b395efe665c10dd879c9efd649,it,facepaint-infinity,03a157
0003a157.img_e24452b395efe665c10dd879c9efd649,jp,facepaint-infinity,03a157
0003a157.img_e24452b395efe665c10dd879c9efd649,sp,facepaint-infinity,03a157
0003a157.img_e4856e14c95d0d7d93a4ef11546df433,fr,facepaint-national_gr_vr,03a157
0003a157.img_e4856e14c95d0d7d93a4ef11546df433,gr,facepaint-national_gr_vr,03a157
0003a157.img_e4856e14c95d0d7d93a4ef11546df433,it,facepaint-national_gr_vr,03a157
0003a157.img_e4856e14c95d0d7d93a4ef11546df433,jp,facepaint-national_gr_vr,03a157
0003a157.img_e4856e14c95d0d7d93a4ef11546df433,sp,facepaint-national_gr_vr,03a157
0003a157.img_e88c0cb5c7f3449120f1f1f62980cdf0,fr,facepaint-oyama_vr,03a157
0003a157.img_e88c0cb5c7f3449120f1f1f62980cdf0,gr,facepaint-oyama_vr,03a157
0003a157.img_e88c0cb5c7f3449120f1f1f62980cdf0,it,facepaint-oyama_vr,03a157
0003a157.img_e88c0cb5c7f3449120f1f1f62980cdf0,jp,facepaint-oyama_vr,03a157
0003a157.img_e88c0cb5c7f3449120f1f1f62980cdf0,sp,facepaint-oyama_vr,03a157
0003a157.img_f0a023edf77daaaa485f569e28b23488,fr,facepaint-national_fr_vr,03a157
0003a157.img_f0a023edf77daaaa485f569e28b23488,gr,facepaint-national_fr_vr,03a157
0003a157.img_f0a023edf77daaaa485f569e28b23488,it,facepaint-national_fr_vr,03a157
0003a157.img_f0a023edf77daaaa485f569e28b23488,jp,facepaint-national_fr_vr,03a157
0003a157.img_f0a023edf77daaaa485f569e28b23488,sp,facepaint-national_fr_vr,03a157
0003a157.img_f327b39ad21edb1d0512ebe14c8315c5,fr,facepaint-national_jp,03a157
0003a157.img_f327b39ad21edb1d0512ebe14c8315c5,gr,facepaint-national_jp,03a157
0003a157.img_f327b39ad21edb1d0512ebe14c8315c5,it,facepaint-national_jp,03a157
0003a157.img_f327b39ad21edb1d0512ebe14c8315c5,jp,facepaint-national_jp,03a157
0003a157.img_f327b39ad21edb1d0512ebe14c8315c5,sp,facepaint-national_jp,03a157
0003a157.img_f338b1aa17146d40502eb55896857452,fr,facepaint-infinity_vr,03a157
0003a157.img_f338b1aa17146d40502eb55896857452,gr,facepaint-infinity_vr,03a157
0003a157.img_f338b1aa17146d40502eb55896857452,it,facepaint-infinity_vr,03a157
0003a157.img_f338b1aa17146d40502eb55896857452,jp,facepaint-infinity_vr,03a157
0003a157.img_f338b1aa17146d40502eb55896857452,sp,facepaint-infinity_vr,03a157
0003a157.img_f3a959460eba4c009e7c4033581abb86,fr,facepaint-national_uk,03a157
0003a157.img_f3a959460eba4c009e7c4033581abb86,gr,facepaint-national_uk,03a157
0003a157.img_f3a959460eba4c009e7c4033581abb86,it,facepaint-national_uk,03a157
0003a157.img_f3a959460eba4c009e7c4033581abb86,jp,facepaint-national_uk,03a157
0003a157.img_f3a959460eba4c009e7c4033581abb86,sp,facepaint-national_uk,03a157
0003a157.img_f4d589d12767497bfeb21185f0ec710b,fr,facepaint-split_vr,03a157
0003a157.img_f4d589d12767497bfeb21185f0ec710b,gr,facepaint-split_vr,03a157
0003a157.img_f4d589d12767497bfeb21185f0ec710b,it,facepaint-split_vr,03a157
0003a157.img_f4d589d12767497bfeb21185f0ec710b,jp,facepaint-split_vr,03a157
0003a157.img_f4d589d12767497bfeb21185f0ec710b,sp,facepaint-split_vr,03a157
0003a157.img_f86a2cbae5c969c4f37a6ef62ff21901,fr,facepaint-blk_vr,03a157
0003a157.img_f86a2cbae5c969c4f37a6ef62ff21901,gr,facepaint-blk_vr,03a157
0003a157.img_f86a2cbae5c969c4f37a6ef62ff21901,it,facepaint-blk_vr,03a157
